inf,1.090044079701042792e+05,3.657239653485581243e+02,2.580138443675792814e+02,4.748697889701883241e+02,5.522858389350192738e+03,1.683653509833072803e+03,2.059776303911927607e+04,1.816237167796767972e+04,1.887699384371831911e+04
inf,1.433202780353809794e+04,3.381344355313399319e+02,2.669826657688937530e+02,2.645618423750090642e+02,3.447589769599887859e+02,2.127848176997650853e+02,7.758480577023681235e+02,8.193451887750894684e+02,9.501966558510822551e+02
inf,3.938290192783530529e+03,3.069720640877100095e+02,2.835445729677543341e+02,1.891797234741545992e+02,2.013593767093634597e+02,1.360045199336318831e+02,2.374049825236215554e+02,2.421153549571533574e+02,3.631765465507816089e+02
inf,1.959901740454708715e+03,3.068884479048164735e+02,2.446728775086350254e+02,2.603538200656268486e+02,2.113147192104362944e+02,1.883224101595390607e+02,1.909032845735493140e+02,2.562085207552875659e+02,1.968459364709054569e+02
inf,2.398019240497731971e+03,2.948922373437854958e+02,2.360545429655523435e+02,2.449059714864240505e+02,2.069135794570722169e+02,2.023176829769519998e+02,1.874635248702235515e+02,1.925318247651890715e+02,1.603610648757532999e+02
inf,5.628352482458862141e+03,3.240219638667451250e+02,2.278702611479983489e+02,2.229274634772739319e+02,1.901538369248790730e+02,2.235698852317188425e+02,1.546584073566737061e+02,1.802223334511749897e+02,1.843459889542905614e+02
inf,1.767415978639524837e+04,3.810138370529207918e+02,3.312109580538010505e+02,2.689438440641123407e+02,2.507258330387450940e+02,2.064238911019858165e+02,1.737582831683606344e+02,1.897447857259828083e+02,1.817388955910198547e+02
inf,3.528327900517939997e+04,3.091244179155178244e+02,2.983506038328740715e+02,2.082849688059677646e+02,2.050769266743922685e+02,2.031102321163954514e+02,1.725844080187968643e+02,2.116016258096533988e+02,1.931537584627128297e+02
inf,4.999916555134176451e+04,2.526311494228910419e+02,2.211238321014520523e+02,2.858686198573367960e+02,2.139355562586605686e+02,1.865389668178918043e+02,1.626708684721360783e+02,1.973190529084730258e+02,1.816524931938930081e+02
inf,1.566032121402156481e+05,4.092731963160923101e+02,2.656391670974564363e+02,2.383277798278062392e+02,2.416813567736070354e+02,1.675142338915320295e+02,1.914704934340301463e+02,1.966007331200870283e+02,2.035868810535048397e+02
