8.547259629855887033e+05,4.698030132522620988e+04,1.883218484805486514e+04,1.650831809069295559e+04,2.223219975437184621e+04,4.636377299112822948e+04,2.727015364559468435e+04,4.441927426321098756e+04,4.446402286441607430e+04,4.287392770416118583e+04
8.447841933311954141e+07,2.955139300340161935e+04,1.637859527149941823e+04,1.326035060960480041e+04,1.717437161391401241e+04,2.293555735981388352e+04,1.430105833975915448e+04,1.800761860329889532e+04,1.896584129936932004e+04,1.857213720077563994e+04
2.732480208818624914e+07,2.115380997559349271e+04,1.578729438155937169e+04,1.256851419186302883e+04,1.556206121531923782e+04,1.770570065473821160e+04,1.192698492057757176e+04,1.289355413055565987e+04,1.341187909594132725e+04,1.324911214209153877e+04
1.114669021834077984e+08,1.882351124453522061e+04,1.542279037539018827e+04,1.231420170708815385e+04,1.473045239585458148e+04,1.566042706180883579e+04,1.091279170050444736e+04,1.101674916614628091e+04,1.141557200382618248e+04,1.128954949987097825e+04
9.820813324833315611e+07,2.152923999228546381e+04,1.582890086402499765e+04,1.198763214020421219e+04,1.407507087493081963e+04,1.441493294264975702e+04,1.054203326019098859e+04,1.030214021437374868e+04,1.085403372121614120e+04,1.048980016513058217e+04
9.640841695700694621e+07,2.286575809160079007e+04,1.576471518678711618e+04,1.198766234010282460e+04,1.390601054027892678e+04,1.418949384483914764e+04,1.052805422277420985e+04,9.819872779933299171e+03,1.003191101499939214e+04,9.831734336552988680e+03
9.740391112279438972e+07,2.925103833107665196e+04,1.661611023629999545e+04,1.255158141101171714e+04,1.418746132357876377e+04,1.381994348964528945e+04,1.073590360782677453e+04,9.467596906533741276e+03,1.007928293966737510e+04,9.824640620129797753e+03
1.023628078195917755e+08,3.527379873173600208e+04,1.723213705136580757e+04,1.240900759460330300e+04,1.424884480298572817e+04,1.410897183760865300e+04,1.066887013237066276e+04,9.613028791662361982e+03,9.759150807436088144e+03,9.544287744867186120e+03
3.289827754265101999e+07,4.202782910785893910e+04,1.735208962505470481e+04,1.287846844483631685e+04,1.431466017680256300e+04,1.384898404532729728e+04,1.049526607793460062e+04,9.368944417456739757e+03,9.965560400175556424e+03,9.771530404811470362e+03
1.022030209245343655e+08,5.298749549487527111e+04,1.817655972131160161e+04,1.333444376062969968e+04,1.420284051439672476e+04,1.399304457016398737e+04,1.103727393733690951e+04,9.472575945108572341e+03,9.698035948748089140e+03,9.904232927573531924e+03
